usuario_id,conquista_id
76561198011395825,Kill1000EnemiesWithPipebomb
76561198011395825,KillHuskWithFlamethrower
76561198011395825,KillPatriarchOnlyCrossbows
76561198011395825,Gib500ZedsWithM79
76561198011395825,LaserSightedEBRHeadshots25InARow
76561198011395825,Kill1000ZedsWithSCAR
76561198011395825,Heal200TeammatesWithMP7
76561198011395825,Kill100FleshpoundsWithAA12
76561198011395825,Kill20CrawlersKilledInAir
76561198011395825,Obliterate10ZedsWithPipebomb
76561198011395825,WinWestLondonHell
76561198011395825,WinManorHell
76561198011395825,WinFarmHell
76561198011395825,WinOfficesHell
76561198011395825,WinBioticsLabHell
76561198011395825,WinFoundryHell
76561198011395825,WinAsylumHell
76561198011395825,WinWyreHell
76561198011395825,WinBiohazardNormal
76561198011395825,WinBiohazardHard
76561198011395825,WinBiohazardSuicidal
76561198011395825,WinBiohazardHell
76561198011395825,WinCrashNormal
76561198011395825,WinCrashHard
76561198011395825,WinCrashSuicidal
76561198011395825,WinCrashHell
76561198011395825,WinDepartedNormal
76561198011395825,WinDepartedHard
76561198011395825,WinDepartedSuicidal
76561198011395825,WinDepartedHell
76561198011395825,WinFilthsCrossNormal
76561198011395825,WinFilthsCrossHard
76561198011395825,WinFilthsCrossSuicidal
76561198011395825,WinFilthsCrossHell
76561198011395825,WinHospitalHorrorsNormal
76561198011395825,WinHospitalHorrorsHard
76561198011395825,WinHospitalHorrorsSuicidal
76561198011395825,WinHospitalHorrorsHell
76561198011395825,WinIcebreakerNormal
76561198011395825,WinIcebreakerHard
76561198011395825,WinIcebreakerSuicidal
76561198011395825,WinIcebreakerHell
76561198011395825,WinMountainPassNormal
76561198011395825,WinMountainPassHard
76561198011395825,WinMountainPassSuicidal
76561198011395825,WinMountainPassHell
76561198011395825,WinSuburbiaNormal
76561198011395825,WinSuburbiaHard
76561198011395825,WinSuburbiaSuicidal
76561198011395825,WinSuburbiaHell
76561198011395825,WinWaterworksNormal
76561198011395825,WinWaterworksHard
76561198011395825,WinWaterworksSuicidal
76561198011395825,WinWaterworksHell
76561198011395825,CompleteNewAchievementsNormal
76561198011395825,CompleteNewAchievementsHard
76561198011395825,CompleteNewAchievementsSuicidal
76561198011395825,CompleteNewAchievementsHell
76561198011395825,Get1000BurnDamageWithMac10
76561198011395825,WinSantasEvilLairNormal
76561198011395825,WinSantasEvilLairHard
76561198011395825,WinSantasEvilLairSuicidal
76561198011395825,WinSantasEvilLairHell
76561198011395825,KillChristmasPatriarch
76561198011395825,KnifeChristmasFleshpound
76561198011395825,MeleeKill2ChristmasGorefastFromBack
76561198011395825,KillChristmasScrakeWithFire
76561198011395825,Kill3ChristmasBloatsWithBullpup
76561198011395825,KillChristmasCrawlerWithXBow
76561198011395825,KillChristmasSirenWithLawImpact
76561198011395825,Kill3ChristmasStalkersWithLAR
76561198011395825,KillChristmasHuskWithPistol
76561198011395825,MeleeKill3ChristmasZedsInOneSlomo
76561198011395825,Drop3Tier3WeaponsForOthersChristmas
76561198011395825,ChristmasVomitLive10Seconds
76561198011395825,Unlock10ofChristmasAchievements
76561198011395825,Kill20ChristmasClots
76561198011395825,Achievement132
76561198011395825,Achievement133
76561198011395825,Achievement134
76561198011395825,Achievement135
76561198011395825,Achievement136
76561198011395825,Achievement137
76561198011395825,WinSideshowNormal
76561198011395825,WinSideshowHard
76561198011395825,WinSideshowSuicidal
76561198011395825,WinSideshowHell
76561198011395825,KillSideshowPatriarch
76561198011395825,KillSideshowGorefastWithMelee
76561198011395825,Kill2SideshowStalkerWithBackstab
76561198011395825,Kill5SideshowCrawlersWithBullpup
76561198011395825,Kill5SideshowBloats
76561198011395825,KillSideshowScrakeWithCrossbow
76561198011395825,KillSideshowHuskWithLAW
76561198011395825,Kill3SideshowClotsWithLAR
76561198011395825,KillSideshowFleshpoundWithPistol
76561198011395825,Drop5Tier2WeaponsOneWaveSideshow
76561198011395825,SurviveSideshowSirenScreamPlus10Sec
76561198011395825,MeleeKill4SideshowZedsInOneSlomo
76561198011395825,Kill10SideshowClotsWithFireWeapon
76561198011395825,Unlock10ofSideshowAchievements
76561198011395825,KillHalloweenPatriarchInBedlam
76561198011395825,DecapBurningHalloweenZedInBedlam
76561198011395825,Kill250HalloweenZedsInBedlam
76561198011395825,WinBedlamHardHalloween
76561198011395825,Kill25HalloweenScrakesInBedlam
76561198011395825,Kill5HalloweenZedsWithoutReload
76561198011395825,Unlock6ofHalloweenAchievements
76561198011395825,Kill15XMasHusksWithHuskCannon
76561198011395825,KillXMasPatriarchWithClaymoreDecap
76561198011395825,Kill1XMasZedWithFullM4Clip
76561198011395825,KillXMasScrakeWithDirectM203Nade
76561198011395825,Heal3000PointsWithMP5DuringXMas
76561198011395825,Kill12XMasZedsWith1BenelliClip
76561198011395825,KillXMasZedWithEveryRevolverShot
76561198011395825,HoldAll3DualiesDuringXMas
76561198011395825,WinIceCaveNormal
76561198011395825,WinIceCaveHard
76561198011395825,WinIceCaveSuicidal
76561198011395825,WinIceCaveHell
76561198011395825,KillSelectXMasZedsOnSingleMap
76561198011395825,Kill12ClotsWithOneMagWithMK23
76561198011395825,KillZedThatHurtPlayerWithM7A3
76561198011395825,KillOneOfEachZedsWithKSG
76561198011395825,KillZedWithSA80AndFNFal
76561198011395825,Kill2ScrakesOneBulletWithBarret
76561198011395825,WinHellrideNormal
76561198011395825,WinHellrideHard
76561198011395825,WinHellrideSuicidal
76561198011395825,WinHellrideHell
