id,descricao,nome,spec_minima,spec_recomendada,genero,desenvolvedora,editora,classificacao_etaria,data_lancamento,gratuidade,capa,imagens,videos,categorias
4000,Garry's Mod is a physics sandbox. There aren't any predefined aims or goals. We give you the tools and leave you to play.,Garry's Mod,"<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows® 10<br></li><li><strong>Processor:</strong> 2 GHz Processor or better<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> 1GB dedicated VRAM or better<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 5 GB available space<br></li><li><strong>Sound Card:</strong> DirectX® 9 compatible<br></li><li><strong>Additional Notes:</strong> Mouse, Keyboard, Monitor</li></ul>","<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows® 10/11<br></li><li><strong>Processor:</strong> 2.5 GHz Processor or better<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> 4GB dedicated VRAM or better<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 25 GB available space</li></ul>",Casual,Facepunch Studios,Valve,0,"Nov 29, 2006",False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/header.jpg?t=1726231861,"['https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_af060d0a9aeb6598e154c9704ce250b0e63b2266.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_d314d7dba0987b3e7f49154964bda0ae74ee5161.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_3d320f333fb74413911cbc2bffae9bdda683e2ec.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_12741a4344b5cfee33726ae219476c8634517f7d.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_74a181b4584a04c88ee316df31a850ab2810fb79.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_a6133770663ff34d535adf050f2af64ab47a6974.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_ff27d52a103d1685e4981673c4f700b860cb23de.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/0000000826.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_65ec9828538eac8db20efc8149990060911fefc4.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_c13ffded1d71bedfa7ede94c11cbd21fbd21a32c.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_d85d19db885f233a4790960978f362b556ec37be.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/0000000824.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_4162b10390d84aa600e5ed895fdc885482eb2e71.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/0000000822.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_6196ec6e5ad47ef40b27099cc77a3bf60b64b38c.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/0000000829.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/0000000828.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/0000000827.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/0000000825.1920x1080.jpg?t=1726231861', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/0000000830.1920x1080.jpg?t=1726231861']",[],"[{'id': 2, 'nome': 'Single-player'}, {'id': 1, 'nome': 'Multi-player'}, {'id': 49, 'nome': 'PvP'}, {'id': 36, 'nome': 'Online PvP'}, {'id': 47, 'nome': 'LAN PvP'}, {'id': 9, 'nome': 'Co-op'}, {'id': 38, 'nome': 'Online Co-op'}, {'id': 48, 'nome': 'LAN Co-op'}, {'id': 27, 'nome': 'Cross-Platform Multiplayer'}, {'id': 22, 'nome': 'Steam Achievements'}, {'id': 29, 'nome': 'Steam Trading Cards'}, {'id': 13, 'nome': 'Captions available'}, {'id': 30, 'nome': 'Steam Workshop'}, {'id': 23, 'nome': 'Steam Cloud'}, {'id': 8, 'nome': 'Valve Anti-Cheat enabled'}, {'id': 17, 'nome': 'Includes level editor'}, {'id': 16, 'nome': 'Includes Source SDK'}, {'id': 42, 'nome': 'Remote Play on Tablet'}, {'id': 62, 'nome': 'Family Sharing'}]"
6870,"Battlestations: Midway is an immense action game that drops players into massive air, sea, and undersea battles from Pearl Harbor to the Battle of Midway.",Battlestations: Midway,,,Action,Eidos Interactive,Square Enix,0,"15 Mar, 2007",False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/header.jpg?t=1592490116,"['https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001378.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001379.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001380.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001381.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001382.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001383.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001384.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001385.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001386.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001387.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001388.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001389.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001390.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001391.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001392.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001393.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001394.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001395.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001396.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001995.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001996.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001997.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001998.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000001999.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000002000.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000002001.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000002002.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000002003.1920x1080.jpg?t=1592490116', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6870/0000002004.1920x1080.jpg?t=1592490116']",[],"[{'id': 2, 'nome': 'Single-player'}, {'id': 62, 'nome': 'Family Sharing'}]"
6880,Your world...Your rules!,Just Cause,"<strong>Minimum: </strong><br>					<ul class=""bb_ul""><li>Microsoft Windows® 2000/XP. (Windows® 95/98/ME/NT not supported)<br>					</li><li>Pentium IV 1.4GHz (or AMD AthlonXP 1700+ processor or higher).<br>					</li><li>256MB System Memory.<br>					</li><li>3D Hardware Accelerator Card Required - 100% DirectX® 9.0c compatible with 128 MB and Shader model 2.0. (GF FX 5700   or ATI 9500) <br>					</li><li>100% DirectX® 9.0c compatible 16-bit sound card and latest drivers<br>					</li><li>4.0GB of uncompressed free disk space (plus 600MB for Windows® 2000/XP swap file)<br>					</li><li>100% Windows® 2000/XP compatible mouse, keyboard and latest drivers.</li></ul><strong>Recommended: </strong><br>					<ul class=""bb_ul""><li>Pentium® IV 2.8GHz with Dual Core Technology (or Athlon 64 series).<br>					</li><li>512MB System Memory.<br>					</li><li>3D Hardware Accelerator Card Required - 100% DirectX® 9.0c compatible with 256 MB and Shader model 2.0. All nVidia® GeForce™ 7 series or higher.<br>					</li><li>Sound Blaster® X-Fi series or higher.</li></ul><strong>Optimal: </strong><br>					<ul class=""bb_ul""><li>Pentium® D Processor with Dual Core Technology (or Athlon 64 X2 series).<br>					</li><li>1GB System Memory.<br>					</li><li>All nVidia® GeForce™ 7800 series or higher.<br>					</li><li>Sound Blaster® X-Fi series or higher.</li></ul>",,Action,Avalanche Studios,Square Enix,0,"15 Mar, 2007",False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6880/header.jpg?t=1728395147,"['https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6880/0000001398.1920x1080.jpg?t=1728395147', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6880/0000001399.1920x1080.jpg?t=1728395147', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6880/0000001400.1920x1080.jpg?t=1728395147', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6880/0000001401.1920x1080.jpg?t=1728395147', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6880/0000001402.1920x1080.jpg?t=1728395147', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6880/0000001403.1920x1080.jpg?t=1728395147', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6880/0000001404.1920x1080.jpg?t=1728395147', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6880/0000001405.1920x1080.jpg?t=1728395147', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6880/0000001406.1920x1080.jpg?t=1728395147', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6880/0000001407.1920x1080.jpg?t=1728395147']",[],"[{'id': 2, 'nome': 'Single-player'}, {'id': 62, 'nome': 'Family Sharing'}]"
6910,"The year is 2052 and the world is a dangerous and chaotic place. Terrorists operate openly - killing thousands; drugs, disease and pollution kill even more. The world's economies are close to collapse and the gap between the insanely wealthy and the desperately poor grows ever wider.",Deus Ex: Game of the Year Edition,"<strong>Minimum: </strong>300 MHz Pentium II or equlivalent, Windows 95/98, 64 MB RAM, DirectX 7.0a compliant 3D accelerated video card 16MB VRAM, Direct X 7.0a compliant sound card, Direct X 7.0a or higher (included), 150MB uncompressed hard drive space, Keyboard and Mouse",,Action,Ion Storm,Eidos Interactive Corp.,18,"29 Mar, 2007",False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6910/header.jpg?t=1726596757,"['https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6910/0000001631.1920x1080.jpg?t=1726596757', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6910/0000001632.1920x1080.jpg?t=1726596757', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6910/0000001633.1920x1080.jpg?t=1726596757', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6910/0000001634.1920x1080.jpg?t=1726596757', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6910/0000001635.1920x1080.jpg?t=1726596757', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6910/0000001636.1920x1080.jpg?t=1726596757', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6910/0000001637.1920x1080.jpg?t=1726596757', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6910/0000001638.1920x1080.jpg?t=1726596757', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6910/0000001639.1920x1080.jpg?t=1726596757', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6910/0000001640.1920x1080.jpg?t=1726596757', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6910/0000001641.1920x1080.jpg?t=1726596757']",[],"[{'id': 2, 'nome': 'Single-player'}, {'id': 1, 'nome': 'Multi-player'}, {'id': 28, 'nome': 'Full controller support'}, {'id': 62, 'nome': 'Family Sharing'}]"
6920,"Approximately 20 years after the events depicted in Deus Ex, The World is only beginning to recover from a Catastrophic worldwide depression. In the Chaotic period of recovery, several religious and political factions see an opportunity to re-shape a worldwide government to their agendas, understanding that the right moves now could...",Deus Ex: Invisible War,"<strong>Minimum: </strong><br>					<ul class=""bb_ul""><li>IBM PC or 100% compatible<br>					</li><li>Microsoft Windows 2000/XP<br>					</li><li>Pentium IV, 1.3GHz (Or AMD Athlon XP equivalent) processor<br>					</li><li>100% DirectX 9 32MB 3D Accelerated video card with Pixel Shader v1.1 Capability<br>					</li><li>256 MB System RAM<br>					</li><li>100% DirectX 9 Compatible Sound Card<br>					</li><li>2GB free uncompressed hard drive space (additional space may be necessary for saved games) <br>					</li><li>100% Windows 2000/XP compatible Mouse and Keyboard<br>					<strong>Recommended: </strong><br>					<ul class=""bb_ul""><li>Pentium IV, 1.5 Ghz (or AMD Athlon XPequivalent) or greater processor<br>					</li><li>512 MB System RAM<br>					</li><li>100% DirectX 9 128MB 3D Graphics Card<br>					</li><li>2GB of Hard Drive Space</li></ul>Supported Video Chipsets:<br>nVidia GeForce 3Ti/4Ti/FX - Note: GeForce MX series is NOT SUPPORTED. ATI Radeon 8500/9xxx or higher.</li></ul>",,Action,Ion Storm,Eidos Interactive Corp.,18,"29 Mar, 2007",False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6920/header.jpg?t=1726596797,"['https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6920/0000001642.1920x1080.jpg?t=1726596797', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6920/0000001643.1920x1080.jpg?t=1726596797', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6920/0000001644.1920x1080.jpg?t=1726596797', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6920/0000001645.1920x1080.jpg?t=1726596797', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6920/0000001646.1920x1080.jpg?t=1726596797', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6920/0000001647.1920x1080.jpg?t=1726596797', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6920/0000001648.1920x1080.jpg?t=1726596797']",[],"[{'id': 2, 'nome': 'Single-player'}, {'id': 28, 'nome': 'Full controller support'}, {'id': 62, 'nome': 'Family Sharing'}]"
6980,"You are Garrett, the master thief. Rarely seen and never caught, Garrett is the best that ever was. Able to sneak past any guard, pick any lock, and break into the most ingeniously secured residences. Garrett steals from the wealthy and gives to himself, making his living in the dark and foreboding City.",Thief: Deadly Shadows,"<strong>Minimum: </strong>IBM PC or 100% compatible, Windows 2000 or Windows XP, Intel Pentium IV 1.5 GHz (or AMD Athlon XP equivalent), 256 MB system memory, 64 MB video memory, Direct3D 9.0, and Pixel Shader 1.1, 100% DirectSound 9 compatible sound card, 3,000 MB free hard disk space, Keyboard and mouse<br>					<strong>Recommended: </strong>Intel Pentium IV 2.0 GHz (or AMD Athlon XP equivalent), 512 MB system memory, 128 MB video memory, Direct3D 9.0, and Pixel Shader 1.1<br>					Thief: Deadly Shadows does not support play on laptop computers.",,Action,Ion Storm,Eidos Interactive Corp.,18,"29 Mar, 2007",False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6980/header.jpg?t=1700763742,"['https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6980/0000001573.1920x1080.jpg?t=1700763742', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6980/0000001574.1920x1080.jpg?t=1700763742', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6980/0000001575.1920x1080.jpg?t=1700763742', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6980/0000001576.1920x1080.jpg?t=1700763742', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6980/0000001577.1920x1080.jpg?t=1700763742', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6980/0000001578.1920x1080.jpg?t=1700763742', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6980/0000001579.1920x1080.jpg?t=1700763742', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6980/0000001580.1920x1080.jpg?t=1700763742', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6980/0000001581.1920x1080.jpg?t=1700763742']",[],"[{'id': 2, 'nome': 'Single-player'}, {'id': 28, 'nome': 'Full controller support'}, {'id': 62, 'nome': 'Family Sharing'}]"
7000,"Follow Lara Croft down a path of discovery as she travels the globe to remote, exotic locales in search of one of history's greatest artifacts, that unleashes unwelcome figures from Lara's mysterious past.",Tomb Raider: Legend,"<strong>Minimum: </strong>Microsoft Windows 2000, XP, Pentium 3 1.0Ghz or Athlon XP Equivalent, 256MB RAM, 100% DirectX 9.0c -compatible 64 MB 3D Accelerated Card with TnL (GeForce 3Ti / Radeon 9 series), Microsoft Windows 2000/XP compatible sound card (100% DirectX 9.0c -compatible), 9.9GB free disk space, 100% Windows 2000/XP compatible mouse and keyboard<br>					<strong>Recommended: </strong>Pentium 4 2.0Ghz or Athlon XP Equivalent, 512MB RAM, 100% DirectX 9.0c -compatible 256MB 3D Accelerated Card (Nvidia GeForce 5900 / Ati 9800XT), Microsoft Windows 2000/XP compatible sound card (100% DirectX 9.0c -compatible), 9.9GB free disk space<br>					<strong>Optimal: </strong>Pentium 4 3.0Ghz or Athlon XP/64bit Equivalent, 1GB RAM, 100% DirectX 9.0c -compatible 512 MB 3D Accelerated Card (Nvidia GeForce 7800 / Ati X-1800)",,Action,Crystal Dynamics,Crystal Dynamics,16,"29 Mar, 2007",False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7000/header.jpg?t=1729009388,"['https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7000/0000001591.1920x1080.jpg?t=1729009388', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7000/0000001592.1920x1080.jpg?t=1729009388', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7000/0000001593.1920x1080.jpg?t=1729009388', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7000/0000001594.1920x1080.jpg?t=1729009388', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7000/0000001595.1920x1080.jpg?t=1729009388', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7000/0000001596.1920x1080.jpg?t=1729009388', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7000/0000001597.1920x1080.jpg?t=1729009388', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7000/0000001598.1920x1080.jpg?t=1729009388', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7000/0000001599.1920x1080.jpg?t=1729009388', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7000/0000001600.1920x1080.jpg?t=1729009388', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7000/0000001601.1920x1080.jpg?t=1729009388', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7000/0000001602.1920x1080.jpg?t=1729009388']",[],"[{'id': 2, 'nome': 'Single-player'}, {'id': 28, 'nome': 'Full controller support'}, {'id': 62, 'nome': 'Family Sharing'}]"
7010,"Experience the dramatic intensity of the frontlines of a war through the eyes of the first of a new breed of super soldiers in this gritty and epic first-person action game. An augmented super-soldier must stop a renegade regime from eradicating the civilized world. Hong Kong, 2065. 2nd Lt.",Project: Snowblind,"<p><strong>Minimum: </strong>IBM PC or 100% compatible, Microsoft Windows 2000/XP, Pentium IV, 1.5 GHz (Or AMD Athlon XP equivalent) processor, 100% DirectX 64 MB 3D Accelerated video card with Pixel Shader v1.1 Capability, 256 MB System RAM, 100% DirectX 9 Compatible Sound Card, 3GB free uncompressed hard drive space (additional space may be necessary for saved games), 100% Windows 2000/XP compatible Mouse and Keyboard</p>
					<p>As stated on the Project: Snowblind box, laptops and integrated video chips may work with Project: Snowblind, but are not supported. Should you incur problems while running the game on an integrated video chip, Eidos Tech Support will not be able to help you.</p>
					<p><strong>Recommended: </strong>Pentium IV, 2.4 Ghz (or AMD Athlon XPequivalent) or greater processor, 512 MB System RAM, 100% DirectX 9 128MB 3D Graphics Card with Pixel Shader 2.0 support, 3GB of Hard Drive Space</p>
					<p>Supported Video Chipsets:<br>nVidia GeForce 3Ti/4Ti/FX/6000 series - <em>Note: GeForce MX series is NOT SUPPORTED.</em> ATI Radeon 8500/9xxx or higher. </p>",,Action,Crystal Dynamics,Square Enix,0,"29 Mar, 2007",False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7010/header.jpg?t=1721932681,"['https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7010/0000001649.1920x1080.jpg?t=1721932681', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7010/0000001650.1920x1080.jpg?t=1721932681', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7010/0000001651.1920x1080.jpg?t=1721932681', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7010/0000001652.1920x1080.jpg?t=1721932681', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7010/0000001653.1920x1080.jpg?t=1721932681', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7010/0000001654.1920x1080.jpg?t=1721932681', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7010/0000001655.1920x1080.jpg?t=1721932681', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7010/0000001656.1920x1080.jpg?t=1721932681', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7010/0000001657.1920x1080.jpg?t=1721932681', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7010/0000001658.1920x1080.jpg?t=1721932681']",[],"[{'id': 2, 'nome': 'Single-player'}, {'id': 1, 'nome': 'Multi-player'}, {'id': 62, 'nome': 'Family Sharing'}]"
8000,"Tomb Raider: Anniversary retraces Lara Croft's original genre-defining adventure  globe-trotting 3rd person action-adventure in pursuit of the legendary Scion artifact. Using an enhanced 'Tomb Raider: Legend' game engine, the graphics, technology and physics bring Lara's adventure and pursuit of a mystical artifact known only as the...",Tomb Raider: Anniversary,"<strong>Minimum: </strong>Microsoft Windows Vista, 2000, or XP, Pentium 3 1.4Ghz or Athlon XP 1500+, 4GB free space, 100% DirectX 9.0c compatible 64 MB 3D Accelerated Card with TnL (GeForce 3TI / Radeon 9 series), 512MB RAM (Windows Vista) or 256MB RAM (Windows 2000/XP), Microsoft Windows 2000/XP/Vista compatible sound card (100% DirectX 9.0c -compatible), 100% Windows 2000/XP/Vista compatible mouse and keyboard<br>					<strong>Recommended: </strong>Microsoft Windows XP, Vista, Pentium 4 3.0Ghz or Athlon 64 3000+, Microsoft Windows XP/Vista compatible sound card (100% DirectX 9.0c -compatible), 1GB RAM, 100% DirectX 9.0c compatible 64MB 3D Accelerated Card with Pixel Shader 2.0 (GeForce 6000 series / Radeon X series)",,Action,Crystal Dynamics,Crystal Dynamics,0,"5 Jun, 2007",False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8000/header.jpg?t=1729009457,"['https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8000/0000002092.1920x1080.jpg?t=1729009457', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8000/0000002093.1920x1080.jpg?t=1729009457', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8000/0000002094.1920x1080.jpg?t=1729009457', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8000/0000002095.1920x1080.jpg?t=1729009457', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8000/0000002091.1920x1080.jpg?t=1729009457', 'https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8000/0000002096.1920x1080.jpg?t=1729009457']",[],"[{'id': 2, 'nome': 'Single-player'}, {'id': 28, 'nome': 'Full controller support'}, {'id': 62, 'nome': 'Family Sharing'}]"
