appid,id,percentual_obtencao_usuarios
550,ACH_WITCH_TOWN_NO_WITCH_KILLS,6.400000095367432
550,ACH_GNOME_RESCUE,6.400000095367432
550,ACH_RUN_ALL_GENERATORS,6.300000190734863
550,ACH_KILL_SPECIAL_WITH_BARREL,6.0
550,ACH_SCAVENGE_WIN_A_GAME,5.800000190734863
550,ACH_VS_SPIT_ON_POUNCED_PLAYER,5.699999809265137
550,ACH_RES_SURVIVORS_WITH_DEFIB,5.5
550,ACH_SCAVENGE_SHUT_OUT,5.400000095367432
550,ACH_STASH_WHACKER,5.199999809265137
550,ACH_KILL_WITCH_MELEE_ONLY,4.699999809265137
550,ACH_STRONGMAN_GAME,4.699999809265137
550,ACH_VS_SPIT_ON_CHARGED_PLAYER,4.5
550,ACH_SCAVENGE_COLLECT_ALL_CANS,4.5
550,ACH_SURVIVAL_SILVER_MEDAL,4.400000095367432
550,ACH_AIRLINE_FINALE_NO_DAMAGE,4.400000095367432
550,ACH_BRIDGE_TIMED_RUN,4.400000095367432
550,ACH_VS_COMPLETE_DEAD_AIR,3.9000000953674316
550,ACH_SPEED_REVIVE_WITH_ADRENALINE,3.9000000953674316
550,ACH_FINISH_CAMPAIGN_MELEE_ONLY,3.5999999046325684
550,ACH_COMPLETE_CHALLENGE_MODES,3.4000000953674316
550,ACH_VS_CHARGER_INSTANT_KILL,3.200000047683716
550,ACH_SURVIVAL_GOLD_MEDAL,3.200000047683716
550,ACH_SCAVENGE_MAKE_SURVIVOR_DROP_CAN,3.0999999046325684
550,ACH_ESCAPE_MALL_FINALE_NO_TANKS,3.0
550,ACH_FIND_LIGHTHOUSE_HIDDEN_ROOM,2.700000047683716
550,ACH_RESCUE_X_PLAYERS_TOGETHER,2.700000047683716
550,ACH_SURVIVE_EXPERT_REALISM,2.4000000953674316
550,ACH_HELP_FREE_PLAYER_SURVIVE,2.200000047683716
550,ACH_BEAT_CAMPAIGNS_EXPERT_MODE,2.0999999046325684
550,ACH_SCAVENGE_COLLECT_CAN_GRIND,2.0
550,ACH_SURVIVAL_GET_MEDAL_MELEE_ONLY,2.0
550,ACH_SCAVENGE_CAN_DROP_GRIND,1.899999976158142
550,ACH_CONCERT_FINALE_DONT_LEAVE_STAGE,1.7999999523162842
550,ACH_KILL_X_INFECTED_LIFETIME,1.7000000476837158
550,ACH_VS_LEAVE_SAFE_ROOM_DEFIB_TEAMMATE,1.7000000476837158
550,ACH_VS_PREVENT_SACRIFICE,1.600000023841858
550,ACH_SCAVENGE_PLAY_C6_FINALE,1.600000023841858
550,ACH_VS_FORM_PARTY_AND_WIN_4V4,1.600000023841858
550,ACH_VS_CHARGE_THROUGH_CHAIRS,1.5
550,ACH_CAUSE_X_POUNCE_DAMAGE,1.2000000476837158
550,ACH_SURVIVAL_X_MINUTES,1.0
550,ACH_ONE_SHOT_KILL_WITCH_BRIDE,1.0
550,ACH_KILL_X_JOCKEYS_WITH_MELEE,0.8999999761581421
550,ACH_LAST_STAND_TIMED,0.800000011920929
550,ACH_VS_SPIT_ON_GAS_CANS,0.800000011920929
550,ACH_COLLECT_GOLDEN_CROWBARS,0.800000011920929
550,ACH_SURVIVE_LIGHTHOUSE_EXPERT_REALISM,0.800000011920929
550,ACH_EARN_ALL_GOLD_MEDALS,0.6000000238418579
550,ACH_EARN_ALL_SILVER_MEDALS,0.6000000238418579
550,ACH_EARN_ALL_BRONZE_MEDALS,0.6000000238418579
550,ACH_SURVIVAL_VERSUS_X_MINUTES,0.6000000238418579
35140,NEW_ACHIEVEMENT_1_25,75.80000305175781
35140,NEW_ACHIEVEMENT_1_0,73.19999694824219
35140,NEW_ACHIEVEMENT_1_2,70.30000305175781
35140,NEW_ACHIEVEMENT_1_1,67.69999694824219
35140,NEW_ACHIEVEMENT_1_3,59.599998474121094
35140,NEW_ACHIEVEMENT_1_26,55.29999923706055
35140,NEW_ACHIEVEMENT_2_6,52.29999923706055
35140,NEW_ACHIEVEMENT_1_4,50.900001525878906
35140,NEW_ACHIEVEMENT_1_5,49.099998474121094
35140,NEW_ACHIEVEMENT_1_6,47.70000076293945
35140,NEW_ACHIEVEMENT_2_7,46.0
35140,NEW_ACHIEVEMENT_1_7,44.5
35140,NEW_ACHIEVEMENT_1_8,41.400001525878906
35140,NEW_ACHIEVEMENT_1_9,41.099998474121094
35140,NEW_ACHIEVEMENT_1_10,39.20000076293945
35140,NEW_ACHIEVEMENT_1_19,37.70000076293945
35140,NEW_ACHIEVEMENT_1_11,37.400001525878906
35140,NEW_ACHIEVEMENT_2_8,35.70000076293945
35140,NEW_ACHIEVEMENT_1_12,35.400001525878906
35140,NEW_ACHIEVEMENT_1_13,35.0
35140,NEW_ACHIEVEMENT_1_28,33.900001525878906
35140,NEW_ACHIEVEMENT_1_14,33.70000076293945
35140,NEW_ACHIEVEMENT_1_15,32.900001525878906
35140,NEW_ACHIEVEMENT_1_16,28.399999618530273
35140,NEW_ACHIEVEMENT_2_9,24.399999618530273
35140,NEW_ACHIEVEMENT_1_18,19.5
35140,NEW_ACHIEVEMENT_1_22,19.399999618530273
35140,NEW_ACHIEVEMENT_2_10,17.0
35140,NEW_ACHIEVEMENT_2_11,13.199999809265137
35140,NEW_ACHIEVEMENT_2_12,11.100000381469727
35140,NEW_ACHIEVEMENT_2_5,9.800000190734863
35140,NEW_ACHIEVEMENT_1_21,9.800000190734863
35140,NEW_ACHIEVEMENT_1_20,9.800000190734863
35140,NEW_ACHIEVEMENT_2_13,8.600000381469727
35140,NEW_ACHIEVEMENT_2_4,7.400000095367432
35140,NEW_ACHIEVEMENT_1_24,7.400000095367432
35140,NEW_ACHIEVEMENT_1_23,6.599999904632568
35140,NEW_ACHIEVEMENT_1_17,6.599999904632568
