id,appId,url,capa
1,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/header.jpg?t=1726231861,True
2,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_af060d0a9aeb6598e154c9704ce250b0e63b2266.1920x1080.jpg?t=1726231861,False
3,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_d314d7dba0987b3e7f49154964bda0ae74ee5161.1920x1080.jpg?t=1726231861,False
4,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_3d320f333fb74413911cbc2bffae9bdda683e2ec.1920x1080.jpg?t=1726231861,False
5,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_12741a4344b5cfee33726ae219476c8634517f7d.1920x1080.jpg?t=1726231861,False
6,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_74a181b4584a04c88ee316df31a850ab2810fb79.1920x1080.jpg?t=1726231861,False
7,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_a6133770663ff34d535adf050f2af64ab47a6974.1920x1080.jpg?t=1726231861,False
8,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_ff27d52a103d1685e4981673c4f700b860cb23de.1920x1080.jpg?t=1726231861,False
9,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/0000000826.1920x1080.jpg?t=1726231861,False
10,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_65ec9828538eac8db20efc8149990060911fefc4.1920x1080.jpg?t=1726231861,False
11,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_c13ffded1d71bedfa7ede94c11cbd21fbd21a32c.1920x1080.jpg?t=1726231861,False
12,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_d85d19db885f233a4790960978f362b556ec37be.1920x1080.jpg?t=1726231861,False
13,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/0000000824.1920x1080.jpg?t=1726231861,False
14,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_4162b10390d84aa600e5ed895fdc885482eb2e71.1920x1080.jpg?t=1726231861,False
15,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/0000000822.1920x1080.jpg?t=1726231861,False
16,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/ss_6196ec6e5ad47ef40b27099cc77a3bf60b64b38c.1920x1080.jpg?t=1726231861,False
17,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/0000000829.1920x1080.jpg?t=1726231861,False
18,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/0000000828.1920x1080.jpg?t=1726231861,False
19,4000,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/0000000827.1920x1080.jpg?t=1726231861,False
